Tender Title,Description,Location,Opening Date,Closing Date,Tender Amount,Tender Link
Panchayat Raj Engineering Department Tender,"e-Procurement Tender Notice No.737/20-21 Dt.3.03.2021 - Providing Fhtcs In Vakapalli Habitation Of Vakapalli Gp (by Utilizing Existing Infrastructure And Retrofitting Augumentation) In Prathipadu Mandal, Est Cost.18.02 Lakhs","East Godavari, Andhra Pradesh",15 Apr 2021,29 Apr 2021,₹ 15.9 Lac,https://bidassist.com/all-tenders/panchayat-raj-engineering-department/detail-f343a5a6-16d9-4319-bb75-86687ff5f5f5?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Local Self Government Department - LSGD Tender,MUNICIPAL COUNCIL BANSWARA NLUM 01/2021-22/01 - Municipal Council Banswara Rain Basera Ka Sanchalan Work Near A Bsnl Office,"Banswara, Rajasthan",11 Apr 2021,17 May 2021,₹ 7 Lac,https://bidassist.com/all-tenders/local-self-government-department/detail-4ed9722e-91b0-4326-8da9-52037f220cb7?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Vijayawada Municipal Corporation - VMC Tender,Rc.E6-108620/2020 - Replacement Of Old Damaged 100 Mm Dia Ci Water Supply Distribution Pipe Line With 110 Mm Dia Hdpe Pipe Line In Mudili Jagannadham Street In 39th Div,Andhra Pradesh,24 Apr 2021,04 May 2021,₹ 2.3 Lac,https://bidassist.com/all-tenders/vijayawada-municipal-corporation/detail-6f72fc37-35fe-4a66-8495-bdf9d1342e50?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Panchayat Raj Engineering Department Tender,"e-Procurement Tender Notice No.703/20-21 Dt.3.03.2021 - Providing Fhtcs In Yerravaram Habitation Of Yerravaram Gp (by Utilizing Existing Infrastructure And Retrofitting Augumentation) In Yeleswaram Mandal, Est Cost.28.58 Lakhs","East Godavari, Andhra Pradesh",14 Apr 2021,28 Apr 2021,₹ 25.2 Lac,https://bidassist.com/all-tenders/panchayat-raj-engineering-department/detail-7b10c014-53d6-4b24-af6a-e1a6276f43c2?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Panchayat Raj Engineering Department Tender,"264/2019-20/ A.T.O, Dt 24.03.2021 - Providing Fhhtc S To Tallaburidi Village In Tallaburidi Gp By Utilizing Existing Infrastructure And Retrofitting/augumentation In Parvathipuram Mandal Of Vizianagaram Dist","Vizianagaram, Andhra Pradesh",19 Apr 2021,03 May 2021,₹ 20.3 Lac,https://bidassist.com/all-tenders/panchayat-raj-engineering-department/detail-74550cd8-f860-4f9c-8af5-0b110be14644?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Bhiwandi Nizampur City Municipal Corporation Tender,BNCMC/WSD 5/2021_4 - Providing And Fixing One Borewell With Submersible Pump And 5000 Ltrspvc Water Tank Ward No 23,"Thane, Maharashtra",22 Apr 2021,29 Apr 2021,Refer Documents,https://bidassist.com/all-tenders/bhiwandi-nizampur-city-municipal-corporation/detail-8e0d1d3b-ba43-47d3-885c-1f942bedf5f6?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Panchayat Raj Engineering Department Tender,"e-Procurement Tender Notice No.733/20-21 Dt.3.03.2021 - Providing Fhtcs In Podurupaka Habitation Of Gokavaram Gp (by Utilizing Existing Infrastructure And Retrofitting Augumentation) In Prathipadu Mandal, Est Cost.26.60 Lakhs","East Godavari, Andhra Pradesh",15 Apr 2021,29 Apr 2021,₹ 14 Lac,https://bidassist.com/all-tenders/panchayat-raj-engineering-department/detail-6969eb9e-7606-49d1-b126-00cf8b65bb88?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Directorate Of Municipal Administration - DMA Tender,"DMA/2021-22/OW/WORK_INDENT115941 - Recharging For Borewell In Maddur Tmc Office Premises And Rain Water Harvesting For Tmc Office Building,cds Bhavana And Wtp Building In Maddur Tmc Limits","Mandya, Karnataka",23 Apr 2021,05 May 2021,₹ 12.9 Lac,https://bidassist.com/all-tenders/directorate-of-municipal-administration/detail-3a0b3c86-0c67-48b8-8f38-729d292ed26a?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Panchayat Raj Engineering Department Tender,"e-Procurement Tender Notice No.736/20-21 Dt.3.03.2021 - Providing Fhtcs In Rowthupalem Habitation Of Uttarakanchi Gp (by Utilizing Existing Infrastructure And Retrofitting Augumentation) In Prathipadu Mandal, Est Cost.21.25 Lakhs","East Godavari, Andhra Pradesh",15 Apr 2021,29 Apr 2021,₹ 18.6 Lac,https://bidassist.com/all-tenders/panchayat-raj-engineering-department/detail-4cf4fccc-fa06-4668-bf14-69be0c1d9330?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Kakinada Municipal Corporation Tender,"ROC.NO.2127/2021/E3 - Providing 110mm Dia Hdpe New Pipe Line And Interconnections At D.no.59-8-38 To 59-8-38/a Mekanarayanamma Thota Area, 59-20-7/11 To 59-20-7/2a Satyadevi Nagar, 52-1-17 To 52-1-19 Kunthidevipeta,52-11-50/2 To 52-11-50/1 Ganesh Nagar In 24th Division.","East Godavari, Andhra Pradesh",21 Apr 2021,29 Apr 2021,₹ 7.2 Lac,https://bidassist.com/all-tenders/kakinada-municipal-corporation/detail-5cd6d729-685a-468c-a241-6e5ed256882f?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,"02/2021-22 - Work Of Providing, Laying, Jointing And Commissioning Of Internal Village Biramsar Distribution Pipe Line And Fhtc Including One Year Defect Liability Period Under Jjm Of Block Ratangarh In The Jurisdiction Of Phed Division Ratangarh, District Churu","Churu, Rajasthan",20 Apr 2021,10 May 2021,Refer Documents,https://bidassist.com/all-tenders/public-health-engineering-department/detail-0da495b8-cea9-4a5c-8cb4-8fb98399a2cb?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Panchayat Raj Engineering Department Tender,e-Procurement Tender Notice No.652/20-21 Dt.3.03.2021 - Providing Fhtcs In Harijanapeta Habitation Of Bellampudi Gp (by Utilizing Existing Infrastructure And Retrofitting Augumentation) In P.gannavaram Mandal Est Cost 32.20 Lakhs,"East Godavari, Andhra Pradesh",13 Apr 2021,28 Apr 2021,₹ 17.8 Lac,https://bidassist.com/all-tenders/panchayat-raj-engineering-department/detail-d77f290e-3c0e-40b7-bed2-d6ddf920add9?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,EE PHED TONK NIT 13/21-22 - Execution Of Reorganisation Of Rural Water Supply Scheme Village Rahim Nagar With Provision Of Fhtcs Under Jjm Block Peeplu District Tonk,"Tonk, Rajasthan",15 Apr 2021,03 May 2021,Refer Documents,https://bidassist.com/all-tenders/public-health-engineering-department/detail-5f6abb1b-e7ed-4307-88e3-40d03ba4b5e1?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Panchayat Raj Engineering Department Tender,"Tender Notice No .TO/ 131/2020-21 Dated 6-4-2021 of the Superintending Engineer, RWS & S Circle, Kurnool. - Providing Fhtc S In Katriki Habitations By Utilizing Existing Infrastructure And Retrofitting Augmentation In Alur Mandal Of Kurnool District","Kurnool, Andhra Pradesh",17 Apr 2021,30 Apr 2021,₹ 40.6 Lac,https://bidassist.com/all-tenders/panchayat-raj-engineering-department/detail-76d2d6cd-7b49-4a59-a34b-819f226e0c71?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Panchayat Raj Engineering Department Tender,"e-Procurement Tender Notice No.700/20-21 Dt.3.03.2021 - Providing Fhtcs In Marriveedu Habitation Of Marriveedu Gp (by Utilizing Existing Infrastructure And Retrofitting Augumentation) In Yeleswaram Mandal, Est Cost.27.50 Lakhs","East Godavari, Andhra Pradesh",15 Apr 2021,29 Apr 2021,₹ 21.1 Lac,https://bidassist.com/all-tenders/panchayat-raj-engineering-department/detail-6ab9c7e4-2476-47e1-a7c3-732e92f94cf8?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Panchayat Raj Engineering Department Tender,"266/2019-20/ A.T.O, Dt 24.03.2021 - Providing Fhhtc S To Venkampeta Village In Venkempeta Gp By Utilizing Existing Infrastructure And Retrofitting/augumentation In Parvathipuram Mandal Of Vizianagaram Dist","Vizianagaram, Andhra Pradesh",20 Apr 2021,04 May 2021,₹ 16.7 Lac,https://bidassist.com/all-tenders/panchayat-raj-engineering-department/detail-4a2e7a2e-f53f-4a2f-b9d3-b829f9a5cbb8?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Panchayat Raj Engineering Department Tender,"e-Procurement Tender Notice No.704/20-21 Dt.3.03.2021 - Providing Fhtcs In Kothavuru Coloy Habitation Of Yerravaram Gp (by Utilizing Existing Infrastructure And Retrofitting Augumentation) In Yeleswaram Mandal, Est Cost.27.24 Lakhs","East Godavari, Andhra Pradesh",14 Apr 2021,28 Apr 2021,₹ 23.9 Lac,https://bidassist.com/all-tenders/panchayat-raj-engineering-department/detail-c88b5891-14ed-4ee2-8c7a-29597bd8f66f?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Panchayat Raj Engineering Department Tender,"e-Procurement Tender Notice No.701/20-21 Dt.3.03.2021 - Providing Fhtcs In Markandeyapuram Habitation Of Ramanayyapeta Gp (by Utilizing Existing Infrastructure And Retrofitting Augumentation) In Yeleswaram Mandal, Est Cost.16.85 Lakhs","East Godavari, Andhra Pradesh",14 Apr 2021,28 Apr 2021,₹ 14.7 Lac,https://bidassist.com/all-tenders/panchayat-raj-engineering-department/detail-eab57b2b-3461-4d87-8c51-a7d2155ed866?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Rural Water Supply And Sanitation Division - RWSS Tender,"RWSSD/2020-21/WS/WORK_INDENT28588 - Providing Fhtc's To 44 Households In Dopenatti, Habitation Of Benachi, ,village, Of Dharward Taluk, Dharward District By Augmentation Of Svs To Benachi, Village In Dharwad District ( 41.00 Lpcd )","Dharwad, Karnataka",17 Apr 2021,29 Apr 2021,₹ 20.8 Lac,https://bidassist.com/all-tenders/rural-water-supply-and-sanitation-division/detail-43289afb-592e-4bce-a5d3-662396460ab1?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Rural Water Supply And Sanitation Division - RWSS Tender,"RWSSD/2020-21/WS/WORK_INDENT28422 - Providing Fhtc's To 156 Households In Salakinakoppa Habitation Of Salakinakoppa Village, Of Dharward Taluk, Dharward District By Augmentation Of Svs () To Salakinakoppa Village In Dharwad District ( 27.71 Lpcd )","Dharwad, Karnataka",17 Apr 2021,29 Apr 2021,₹ 62.7 Lac,https://bidassist.com/all-tenders/rural-water-supply-and-sanitation-division/detail-5f7f5be8-5dab-49a4-b108-4a3e08354b34?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Rural Water Supply And Sanitation Division - RWSS Tender,"RWSSD/2020-21/WS/WORK_INDENT30041 - Providing Fhtc's To 147 Households In Benakankatti Habitation Of Benakankatti Village, Of Dharward Taluk, Dharward District By Augmentation Of Svs () To Benakankatti Village In Dharwad District ( 20.85 Lpcd )","Dharwad, Karnataka",17 Apr 2021,29 Apr 2021,₹ 65.9 Lac,https://bidassist.com/all-tenders/rural-water-supply-and-sanitation-division/detail-9a47690e-a213-42ee-95fe-4a3dcc65befc?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Rural Water Supply And Sanitation Division - RWSS Tender,"RWSSD/2020-21/WS/WORK_INDENT28427 - Providing Fhtc's To 120 Households In Devagiri Habitation Of Devagiri Village, Of Dharward Taluk, Dharward District By Augmentation Of Svs To Devagiri Village In Dharwad District ( 45.51 Lpcd )","Dharwad, Karnataka",17 Apr 2021,29 Apr 2021,₹ 40.1 Lac,https://bidassist.com/all-tenders/rural-water-supply-and-sanitation-division/detail-dc108519-bd28-4e7c-a2b8-3aaf1b80d9c7?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Rural Water Supply And Sanitation Division - RWSS Tender,"RWSSD/2020-21/WS/WORK_INDENT32606 - Providing Fhtc's To 158 Households In Halligeri Habitation Of Halligeri Village, Of Dharward Taluk, Dharward District By Augmentation Of Svs To A Halligeri Village In Dharwad District (40.00 Lpcd )","Dharwad, Karnataka",17 Apr 2021,29 Apr 2021,₹ 56.4 Lac,https://bidassist.com/all-tenders/rural-water-supply-and-sanitation-division/detail-eb8ac590-1504-4704-889c-136bcd892c3a?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Rural Water Supply And Sanitation Division - RWSS Tender,"RWSSD/2020-21/WS/WORK_INDENT32610 - Providing Fhtc's To 56 Households In Mummigattitanda Habitation Of Mummigatti Village, Of Dharward Taluk, Dharward District By Augmentation Of Svs () To Mummigatti Village In Dharwad District ( 40.00 Lpcd )","Dharwad, Karnataka",17 Apr 2021,29 Apr 2021,₹ 34.9 Lac,https://bidassist.com/all-tenders/rural-water-supply-and-sanitation-division/detail-0455e080-5741-420a-bc71-a166115062d2?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Rural Water Supply And Sanitation Division - RWSS Tender,"RWSSD/2020-21/WS/WORK_INDENT32604 - Providing Fhtc's To 185 Households In Hulikeri Habitation Of Hulikeri Village, Of Dharward Taluk, Dharward District By Augmentation Of Svs To Hulikeri Village In Dharwad District ( 45.26 Lpcd )","Dharwad, Karnataka",17 Apr 2021,29 Apr 2021,₹ 60.2 Lac,https://bidassist.com/all-tenders/rural-water-supply-and-sanitation-division/detail-240d22a1-dcdd-4845-aaf7-f536ab9330ee?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,"02/2021-22 - Work Of Augmentation Of Various Rwss To Provide Fhtc Including One Year Defect Liability Period Ofsvs Under Jjm In The Jurisdiction Of Phed Sub Division Dantaramgarh, District- Sikar On Spr Turnkey Basis","Jaipur, Rajasthan",19 Apr 2021,17 May 2021,₹ 14.4 Cr,https://bidassist.com/all-tenders/public-health-engineering-department/detail-e7adae7a-9d9b-4977-a8a0-58f57b92a5cd?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,13/2021-22 - Work Of Augmentation/ Conversion Of Various Rwss Of Nawalgarh Block Villages To Provide Fhtcs Including One Year Defect Liability Period Of Svs And O And M During Dlp Under Jjm In The Jurisdiction Of Phed City Dn Jhunjhunu District Jhunjhunu,"Jaipur, Rajasthan",23 Apr 2021,17 May 2021,₹ 30.1 Cr,https://bidassist.com/all-tenders/public-health-engineering-department/detail-3acfddc7-fa44-4cc5-a2b6-aa6fcee5769a?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,"08/21-22 - Work Of Augmentation Of Various Rwss To Provide Fhtc Including One Year Defect Liability Period Of Svs And Mvss Under Jjm In The Jurisdiction Of Phed Sub Division Bassi, Jaipur","Jaipur, Rajasthan",15 Apr 2021,17 May 2021,₹ 32.5 Cr,https://bidassist.com/all-tenders/public-health-engineering-department/detail-868c2416-6af2-4c28-9312-63fcd1baf52a?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,04/2021-22 - Work Of Conversion Of Hp To Piped Wss Khawa Tehsil Sawai Madhopur Division Sawai Madhopur To Provide Fhtc Including One Year Defect Liability Period Under Jjm,"Sawai Madhopur, Rajasthan",23 Apr 2021,05 May 2021,₹ 49.4 Lac,https://bidassist.com/all-tenders/public-health-engineering-department/detail-9db2c7d7-d4ac-4107-b52c-407eb30d0c96?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,05/2021-22 - Work Of Conversion Of Hp To Piped Wss Aatoon Kalan Tehsil Sawai Madhopur Division Sawai Madhopur To Provide Fhtc Including One Year Defect Liability Period Under Jjm,"Sawai Madhopur, Rajasthan",23 Apr 2021,05 May 2021,₹ 46.1 Lac,https://bidassist.com/all-tenders/public-health-engineering-department/detail-918c166b-71cf-41f4-a71a-f83d4485b38b?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,EE PHED MALPURA 19/2021-22 - Water Supply Scheme For Providing Functional Household Tap Connections In Cluster Maharajpura Teetriya Block- Malpura District Tonk Under Jjm With 12 Month Defect Laibility Period,"Tonk, Rajasthan",22 Apr 2021,10 May 2021,₹ 1.1 Cr,https://bidassist.com/all-tenders/public-health-engineering-department/detail-cf710860-a266-46d4-97f9-74b7e30976e9?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,AACEBI/2021-22/01 - Improvement Of Piped Water Supply Scheme Rasisar Under Jjm Tehsil Nokha Distt Bikaner,"Bikaner, Rajasthan",08 Apr 2021,29 Apr 2021,₹ 3.6 Cr,https://bidassist.com/all-tenders/public-health-engineering-department/detail-85701a19-719a-4c2d-aedc-4f8e5a0543ec?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,"E-02/2021-22 - Work Of P/l/j Testing And Commissioning Of Pipe Line, Construction Commissioning Of Tw, Rcc Esr And Cwr, Construction Of Pump House, Boundary Wall, Fhtcs Setc. With Defect Liability Period (with O M) Of 12 Months Of....wss Indoli Teh. Saipau Dholpur","Dholpur, Rajasthan",27 Apr 2021,29 Apr 2021,₹ 93.3 Lac,https://bidassist.com/all-tenders/public-health-engineering-department/detail-d80e4b59-d53e-4c5e-8fe6-1e0d048e71cb?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,07/2021-22 - Work Of Augmentation Of Various Rwss To Provide Fhtc Including One Year Defect Liability Period Of Svs Under Jjm In The Jurisdiction Of Phed Sub Division Bandikui Dist. Dausa On Spr Turnkey Basis,"Dausa, Rajasthan",20 Apr 2021,11 May 2021,Refer Documents,https://bidassist.com/all-tenders/public-health-engineering-department/detail-93a8f445-c6f8-4c57-8148-23f4793230c7?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Directorate Of Municipal Administration - DMA Tender,"DMA/2020-21/RD/WORK_INDENT112144/CALL-2 - Widening Of Roads, Construction Of Drain, Footpath And Road Divider Providing Street Light In Huliyar Main Road From Welcome Arch (ch.0.00 To 4.50 Km Length Upto Tb Circle) Ch 1.55 To 2.30 Up To Vv Sagar Right Bank Canal In Hiriyur Cmc (ch 1.25 To 1.81 Km)","Chitradurga, Karnataka",08 Apr 2021,10 May 2021,₹ 4 Cr,https://bidassist.com/all-tenders/directorate-of-municipal-administration/detail-1ff976e7-59c3-4b33-8354-acc09b819a5f?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Rural Water Supply And Sanitation Division - RWSS Tender,"RWSSD/2020-21/WS/WORK_INDENT29939/CALL-2 - Providing Fhtc's To 23, Households In Baichvad Habitation Of Dimbavalli Village In Kalaghatagi Taluk, Dharwad District By Augmentation Of Svs To Dimbavalli Village In Dharwad District(40 Lpcd)(new Fhtcs 52 ) (general Category)","Dharwad, Karnataka",19 Apr 2021,29 Apr 2021,₹ 24.5 Lac,https://bidassist.com/all-tenders/rural-water-supply-and-sanitation-division/detail-c4f01c0c-893d-457b-8174-e494ae206dfd?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Health Engineering Department - PHED Tender,ACE P CHURU 11/2021-22 - Work Of Conversion Of Water Supply Scheme Into Piped Water Supply Scheme With Provisions Of Household Connection Fhtcs Of 07 Villages Of Chandgothi Cluster Under Jjm In The Jurisdiction Of Phed City Sub Div Sadulpur Dn Taranagar Tehsil Rajgarh Distri,"Churu, Rajasthan",27 Apr 2021,18 May 2021,₹ 7.4 Cr,https://bidassist.com/all-tenders/public-health-engineering-department/detail-e9b7d3b7-8a48-4b56-9010-cce17ebb4bfa?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
